"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Dynamic Economic Emission Dispatch problem with valve-point effect","C. Rani; D. P. Kothari","School of Electrical Engineering, VIT University, Veliere, India; JB Group of Institutions, Hyderabad, India","2012 International Conference on Emerging Trends in Electrical Engineering and Energy Management (ICETEEEM)","","2012","","","109","114","The advancement in power systems has led to the development of Dynamic Economic Emission Dispatch (DEED)that is difficult to solve by classical optimization method. The proposed paper work is to evolve a simple and effective method for an optimum generation dispatch to minimize the fuel cost and emission of power networks. This paper presents a Chaotic Self Adaptive Particle Swarm Optimization (CSAPSO) algorithm to solve DEED problem. Many non-linear characteristics of the generator such as value point effect, non smooth cost functions of fuel and emission and ramp rate limits are considered in this proposed method. The cost function of the generator exhibits the non convex characteristics, as the valve point effects are modeled and imposed as rectified sinusoid components. The velocity, which is popularly known as sensitive parameter of CSAPSO is adjusted dynamically in order to increase its precision. A chaotic local search operator is introduced in the proposed algorithm to avoid premature convergence. The effectiveness of the proposed optimization is verified in simulation studies using MAT LAB software. In this proposed work, fuel cost and emission are treated as competing objectives. The applicability and high feasibility of the proposed method is validated on 10 unit test systems. Results of the application of the proposed method are presented in this reported work.","","978-1-4673-4633-7978-1-4673-4632","10.1109/ICETEEEM.2012.6494514","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6494514","Dynamic Economic Emission Dispatch (DEED);Chaotic Self Adaptive Particle Swarm Optimization (CSAPSO);ramp rate limits;valve point effect","","load dispatching;mathematics computing;particle swarm optimisation;power system economics;search problems","fuel emission;fuel cost;Matlab software;chaotic local search operator;rectified sinusoid components;nonconvex characteristics;nonsmooth cost functions;nonlinear characteristics;CSAPSO algorithm;chaotic self adaptive particle swarm optimization algorithm;power networks;optimum generation dispatch;optimization method;DEED;power systems;valve-point effect;dynamic economic emission dispatch problem","","3","27","","","","","","IEEE","IEEE Conferences"
"Binary particle swarm optimisation for feature selection: A filter based approach","L. Cervante; Bing Xue; M. Zhang; Lin Shang","School of Engineering and Computer Science, Victoria University of Wellington, PO Box 600, 6140, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, PO Box 600, 6140, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, PO Box 600, 6140, New Zealand; State Key Laboratory of Novel Software Technology, Department of Computer Science and Technology, Nanjing University, 210046, China","2012 IEEE Congress on Evolutionary Computation","","2012","","","1","8","Based on binary particle swarm optimisation (BPSO) and information theory, this paper proposes two new filter feature selection methods for classification problems. The first algorithm is based on BPSO and the mutual information of each pair of features, which determines the relevance and redundancy of the selected feature subset. The second algorithm is based on BPSO and the entropy of each group of features, which evaluates the relevance and redundancy of the selected feature subset. Different weights for the relevance and redundancy in the fitness functions of the two proposed algorithms are used to further improve their performance in terms of the number of features and the classification accuracy. In the experiments, a decision tree (DT) is employed to evaluate the classification accuracy of the selected feature subset on the test sets of four datasets. The results show that with proper weights, two proposed algorithms can significantly reduce the number of features and achieve similar or even higher classification accuracy in almost all cases. The first algorithm usually selects a smaller feature subset while the second algorithm can achieve higher classification accuracy.","1089-778X;1941-0026","978-1-4673-1509-8978-1-4673-1510-4978-1-4673-1508","10.1109/CEC.2012.6256452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6256452","","Redundancy;Equations;Entropy;Mutual information;Mathematical model;Accuracy;Rough sets","decision trees;entropy;particle swarm optimisation;pattern classification","binary particle swarm optimisation;filter based approach;BPSO;information theory;filter feature selection methods;classification problems;mutual information;feature group entropy;fitness functions;decision tree;DT;feature subset selection","","26","26","","","","","","IEEE","IEEE Conferences"
"Model Checking a Lazy Concurrent List-Based Set Algorithm","S. J. Zhang; Y. Liu","NA; NA","2010 Fourth International Conference on Secure Software Integration and Reliability Improvement","","2010","","","43","52","Concurrent objects are notoriously difficult to design correctly, and high performance algorithms that make little or no use of locks even more so. In this paper, we present a formal verification of a lazy concurrent list-based set using model checking techniques. The algorithm supports insertion, removal, and membership testing of a list entry under optimistic locking scheme. The algorithm has nonfixed linearization points and is highly non-trivial. We have proved that the algorithm satisfies linearizability, by showing a trace refinement relation from the concrete implementation to its abstract specification. These models are specified in CSP# and verified automatically using our home grown model checker PAT.","","978-1-4244-7434-9978-1-4244-7435-6978-0-7695-4086","10.1109/SSIRI.2010.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5502856","Linearizability;Concurrent List-Based Set Algorithm;Refinement Checking;PAT","Formal verification;Software performance;Software algorithms;Algorithm design and analysis;Concrete;Reliability engineering;Design engineering;Concurrent computing;High performance computing;Testing","communicating sequential processes;concurrency control;list processing;program diagnostics;program verification","formal verification;lazy concurrent list based set algorithms;optimistic locking scheme;nonfixed linearization points;abstract specification;CSP#;home grown model checker PAT;trace refinement relation","","2","19","","","","","","IEEE","IEEE Conferences"
"A Karatsuba-Based Montgomery Multiplier","G. C. T. Chow; K. Eguro; W. Luk; P. Leong","NA; NA; NA; NA","2010 International Conference on Field Programmable Logic and Applications","","2010","","","434","437","Modular multiplication of long integers is an important building block for cryptographic algorithms. Although several FPGA accelerators have been proposed for large modular multiplication, previous systems have been based on O(N<sup>2</sup>) algorithms. In this paper, we present a Montgomery multiplier that incorporates the more efficient Karatsuba algorithm which is O(N<sup>(log 3/log 2)</sup>). This system is parameterizable to different bitwidths and makes excellent use of both embedded multipliers and fine-grained logic. The design has significantly lower LUT-delay product and multiplier-delay product compared with previous designs. Initial testing on a Virtex-6 FPGA showed that it is 60-190 times faster than an optimized multi-threaded software implementation running on an Intel Xeon 2.5 GHz CPU. The proposed multiplier system is also estimated to be 95-189 times more energy efficient than the software-based implementation. This high performance and energy efficiency makes it suitable for server-side applications running in a datacenter environment.","1946-1488;1946-147X;1946-1488","978-1-4244-7843-9978-1-4244-7842-2978-0-7695-4179","10.1109/FPL.2010.89","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5694289","Montgomery multiplication;Karatsuba multiplication","Adders;Field programmable gate arrays;Algorithm design and analysis;Software;Complexity theory;Computer architecture;Clocks","digital arithmetic;field programmable gate arrays;multi-threading;optimisation;public key cryptography","Karatsuba based Montgomery multiplier;cryptographic algorithm;FPGA accelerator;Virtex 6 FPGA;multithreaded software;Intel Xeon 2.5 GHz CPU;modular multiplication","","17","14","","","","","","IEEE","IEEE Conferences"
"Multi-objective performance analysis of one-machine manufacturing systems","P. Bikfalvi; F. Erdélyi; T. Tóth","Department of Information Engineering, University of Miskolc, 3515, Hungary; Department of Information Engineering, University of Miskolc, 3515, Hungary; Department of Information Engineering, University of Miskolc, 3515, Hungary","Proceedings of 2012 IEEE International Conference on Automation, Quality and Testing, Robotics","","2012","","","38","43","Achieving of the desired performance for manufacturing systems is one very important goal when solving of planning and scheduling tasks. Corresponding management of orders and invested assets demands for multi-level and multi-objective optimization. Software systems of Enterprise Resource Planning (ERP) and Manufacturing Execution System (MES) applications used presently in practice are based on different modeling approaches. However, most of involved mathematical models use a set of complicated production equations. In these equations, released jobs and operation rates (as input) can be considered as the most important parameters that may play the controlling role of the production. The considered mathematical models usually evaluate three key performance indices (KPIs) of great importance. These indices are as follows: 1. Readiness for delivery, 2. Stock or WIP (work-in-progress) level, 3.Utilization rate of resources. These indices can be considered as objective functions not only for manufacturing systems, but for the entire enterprise, too. Unfortunately these indices depend on each other and influence each other in an opposite way. A basic requirement of control policy is production stability. In the case of stable production, there is a general correspondence among the average performance indices together with the average released job set or production-rate parameters. These are analyzed for one-machine manufacturing systems.","","978-1-4673-0704-8978-1-4673-0701-7978-1-4673-0703","10.1109/AQTR.2012.6237672","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6237672","performance indices;production planning and control;long-term stability;one-machine systems","Mathematical model;Performance analysis;Production planning;Manufacturing systems;Optimization","asset management;enterprise resource planning;manufacturing systems;production planning;resource allocation;single machine scheduling;work in progress","multiobjective performance analysis;one-machine manufacturing systems;planning tasks;scheduling tasks;order management;invested asset management;multilevel optimization;multiobjective optimization;software system;enterprise resource planning;manufacturing execution system;MES;mathematical models;production equations;operation rates;key performance indices;stock level;WIP level;work in progress;resource utilization rate;control policy;production stability;production control;average released job set;production rate parameter","","","18","","","","","","IEEE","IEEE Conferences"
"Multi-physics analysis of heat-structure on surface resistance","Jianxu Hu; Maozhou Meng","Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, Graduate University of Chinese Academy of Sciences, China; Shenzhen Institutes of Advanced Technology, Chinese Academy of Sciences, CnTech Company, China","2011 IEEE International Conference on Information and Automation","","2011","","","886","889","The failure of electronic systems and equipment mostly happens in the welding parts between components and circuit board while the cycles of thermal expansion achieve a certain number, because the solder comes to fatigue cracking. In this paper, a sample about surface resistance was chosen to explain what relationship among the electric field, heat transfer, and structure expansion by using the multi-physics modeling and simulation software, COMSOL Multiphysics, to model these three physical fields in fully coupling. The components of the electric field, temperature field and stress field distribution were extracted to explain the interaction among these three physics fields. According to the results of numerical simulation, the engineer will be inspired to obtain an optimization structure and process.","","978-1-4577-0270-9978-1-4577-0268-6978-1-4577-0269","10.1109/ICINFA.2011.5949121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5949121","Full coupling;FEA;Multi-physics;COMSOL;Optimization design","Mathematical model;Resistors;Stress;Equations;Computational modeling;Heat transfer","computational electromagnetics;electric fields;electrical faults;electronic equipment testing;failure analysis;fatigue cracks;heat transfer;solders;surface resistance;temperature;thermal expansion","multiphysics analysis;heat structure;surface resistance;electronic system failure;equipment failure;welding part;circuit board;thermal expansion;solder;fatigue cracking;electric field;heat transfer;structure expansion;multiphysics modeling;COMSOL simulation software;temperature field;stress field distribution","","","9","","","","","","IEEE","IEEE Conferences"
"Biologically-inspired massively-parallel architectures — Computing beyond a million processors","S. Furber","Computer Engineering, School of Computer Science, Manchester U, UK","2011 Design, Automation & Test in Europe","","2011","","","1","1","Moore's Law continues to deliver ever-more transistors on an integrated circuit, but discontinuities in the progress of technology mean that the future isn't simply an extrapolation of the past. For example, design cost and complexity constraints have recently caused the microprocessor industry to switch to multi-core architectures, even though these parallel machines present programming challenges that are far from solved. Moore's Law now translates into ever-more processors on a multi-, and soon many-core chip. The software challenge is compounded by the need for increasing fault-tolerance as near-atomic-scale variability and robustness problems bite harder. We look beyond this transitional phase to a future where the availability of processor resource is effectively unlimited and computations must be optimised for energy usage rather than load balancing, and we look to biology for examples of how such systems might work. Conventional concerns such as synchronisation and determinism are abandoned in favour of real-time operation and adapting around component failure with minimal loss of system efficacy.","1558-1101;1530-1591;1530-1591","978-3-9810801-8-6978-1-61284-208-0978-3-9810801-7","10.1109/DATE.2011.5763006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5763006","","","multiprocessing systems;parallel architectures;parallel machines;software fault tolerance;transistors","Moores law;transistor;integrated circuit;design cost;complexity constraint;microprocessor industry;multicore architecture;parallel machine;near-atomic-scale variability;fault tolerance;synchronisation;real-time operation;biologically inspired massively parallel architecture","","1","","","","","","","IEEE","IEEE Conferences"
"The control of a positioning system using bi-axial variable reluctance actuator","C. D. Comeaga; C. G. Alionte","University “Politehnica” of Bucharest, Faculty of Mechanical Engineering and Mechatronics; University “Politehnica” of Bucharest, Faculty of Mechanical Engineering and Mechatronics","2010 IEEE International Conference on Automation, Quality and Testing, Robotics (AQTR)","","2010","1","","1","6","This article presents a study about a new positioning system using variable reluctance electro-magnetic actuators. The positioning system can produce movements in a plan. The system is composed of two moving tables series connected and guided using leaf springs, with a pair of opposite actuators acting on each table. In the paper is presented the design, control and testing of this system. The controlling signals applied to the coils are pulse width modulation type. The control algorithm has two parts: the predictive positioning algorithm and the stability algorithm. To achieve a desired position the system use tabular data (starting and ending position) to extract command parameters (fill factors). This tabular data is obtained through several simulations using a FEM analysis. Because the position control is realized in PWM and not in DC current the transitory behavior was evaluated when is applied a PWM signal up to stabilization of the mobile armature at a position. This second step is performed using a finite difference model. The finite difference model implied at each iteration, data from FEM simulation. Because the FEM software (FEMM) can't solve finite difference equation, a software routine was build in LUA scripting program which call the FEM simulation software at each step. Due to the low mechanically stiffness another algorithm was proposed to stabilize the structure around the target point, using a linearised model. The results of the experimental test confirmed the functioning of the system and allowed to optimize the coefficients of the command algorithm.","","978-1-4244-6725-9978-1-4244-6724-2978-1-4244-6723","10.1109/AQTR.2010.5520868","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5520868","","Control systems;Actuators;Pulse width modulation;Finite difference methods;Electric variables control;System testing;Springs;Coils;Space vector pulse width modulation;Prediction algorithms","coils;electromagnetic actuators;finite difference methods;finite element analysis;position control;pulse width modulation;reluctance machines;springs (mechanical);stability","positioning system control;biaxial variable reluctance electro-magnetic actuator;moving tables;leaf springs;system design;system testing;controlling signal;coil;pulse width modulation;predictive positioning algorithm;stability algorithm;starting position;ending position;command parameter;FEM analysis;transitory behavior;PWM signal;stabilization;mobile armature;finite difference model;FEM simulation;software routine;LUA scripting program","","2","5","","","","","","IEEE","IEEE Conferences"
"“Feeling” young modulus of materials","M. T. Restivo; A. M. Lopes; P. J. Xia","UISPA, IDMEC-Pólo FEUP, Faculdade de Engenharia, Universidade do Porto, Portugal; UISPA, IDMEC-Pólo FEUP, Faculdade de Engenharia, Universidade do Porto, Portugal; School of Mechanical and Electronic Engineering, Harbin Institute of Technology, China","2012 9th International Conference on Remote Engineering and Virtual Instrumentation (REV)","","2012","","","1","4","Stiffness is a structural property to be considered in product design and optimization, operations that are, at present, the industry's universal goals. The stiffness of a body is associated with the Young modulus of its material. Therefore, the Young modulus is of great relevance and the evaluation of this material property is important at education or at training levels. A flexible material is associated to a low Young modulus and a stiff material to a high Young modulus. So, in the first case, low loads are able to cause an elastic deformation and in the second case, higher loads are needed for inducing it. The association of tactile information to a bending test using similar specimens of different materials will provide to the user sensorial information on their Young modulus. A virtual reality software application with haptic interaction has been developed for training users “to feel the Young modulus of materials”. The virtual reality application and its structure will be described in this work. Finally, perspectives on future work will be presented.","","978-1-4673-2542-4978-1-4673-2540-0978-1-4673-2541","10.1109/REV.2012.6293173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6293173","virtual reality;haptics interface;training;computer aided instruction","Haptic interfaces;Young's modulus;Force;Instruction sets;Education;Rendering (computer graphics)","bending;computer aided instruction;elastic deformation;haptic interfaces;mechanical engineering computing;mechanical testing;optimisation;product design;virtual reality;Young's modulus","body stiffness;structural property;product design;optimization;Young modulus;material property;education;training level;flexible material;stiff material;elastic deformation;tactile information;bending test;sensorial information;virtual reality software;haptic interaction","","4","12","","","","","","IEEE","IEEE Conferences"
"Optimal size and location of Distributed Generation and KVAR support in unbalanced 3-Φ distribution system using PSO","S. S. Reddy; S. H. N. Dey; S. Paul","Dept. of Electrical Engg., Jadavpur University, Kolkata, India-700032; Dept. of Electrical Engg., Jadavpur University, Kolkata, India-700032; Dept. of Electrical Engg., Jadavpur University, Kolkata, India-700032","2012 International Conference on Emerging Trends in Electrical Engineering and Energy Management (ICETEEEM)","","2012","","","77","83","This paper proposes a Particle Swarm Optimization based methodology for finding Optimal size and location of Distributed Generation and unbalanced Reactive power support for unbalanced three phase distribution network. The improvement in voltage profile and loss saving are presented. The proposed technique is tested on IEEE 37 node radial test feeder which is an actual feeder in California. The program is developed using MATLAB programming software. The results obtained show the effectiveness of the method for unbalanced network.","","978-1-4673-4633-7978-1-4673-4632","10.1109/ICETEEEM.2012.6494447","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6494447","Distributed generation (DG);power losses;Particle Swarm Optimization (PSO);Optimal placement","","distributed power generation;losses;particle swarm optimisation;reactive power","KVAR;unbalanced 3-Φ distribution system;PSO;particle swarm optimization;optimal distributed generation location;optimal distributed generation size;unbalanced reactive power;distribution network;voltage profile;loss;IEEE 37 node radial test feeder;Matlab programming software;unbalanced network","","2","19","","","","","","IEEE","IEEE Conferences"
"Enabling technologies for self-aware adaptive systems","M. D. Santambrogio; H. Hoffmann; J. Eastep; A. Agarwal","Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA 02139; Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA 02139; Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA 02139; Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory, Cambridge, MA 02139","2010 NASA/ESA Conference on Adaptive Hardware and Systems","","2010","","","149","156","Self-aware computer systems will be capable of adapting their behavior and resources thousands of times a second to automatically find the best way to accomplish a given goal despite changing environmental conditions and demands. Such a capability benefits a broad spectrum of computer systems from embedded systems to supercomputers and is particularly useful for meeting power, performance, and resource-metering challenges in mobile computing, cloud computing, multicore computing, adaptive and dynamic compilation environments, and parallel operating systems. Some of the challenges in implementing self-aware systems are a) knowing within the system what the goals of applications are and if they are meeting them, b) deciding what actions to take to help applications meet their goals, and c) developing standard techniques that generalize and can be applied to a broad range of self-aware systems. This work presents our vision for self-aware adaptive systems and proposes enabling technologies to address these three challenges. We describe a framework called Application Heartbeats that provides a general, standardized way for applications to monitor their performance and make that information available to external observers. Then, through a study of a self-optimizing synchronization library called Smartlocks, we demonstrate a powerful technique that systems can use to determine which optimization actions to take. We show that Heartbeats can be applied naturally in the context of reinforcement learning optimization strategies as a reward signal and that, using such a strategy, Smartlocks are able to significantly improve performance of applications on an important emerging class of multicore systems called asymmetric multicores.","","978-1-4244-5889-9978-1-4244-5887-5978-1-4244-5888","10.1109/AHS.2010.5546266","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5546266","","Adaptive systems;Monitoring;Multicore processing;Benchmark testing;Biomedical monitoring;Computers","embedded systems;learning (artificial intelligence);multiprocessing systems;software libraries;software performance evaluation;system monitoring","self-aware adaptive system;self-aware computer system;environmental condition;embedded system;mobile computing;cloud computing;multicore computing;adaptive compilation environment;dynamic compilation environment;parallel operating system;Application Heartbeats;self-optimizing synchronization library;Smartlocks;reinforcement learning optimization strategy;multicore system;asymmetric multicore","","17","39","","","","","","IEEE","IEEE Conferences"
"Performance evaluation and optimization of random memory access on multicores with high productivity","V. Saxena; Y. Sabharwal; P. Bhatotia","IBM Research - India, New Delhi; IBM Research - India, New Delhi; Max Planck Institute for Software Systems, Germany","2010 International Conference on High Performance Computing","","2010","","","1","10","The slow progress in memory access latencies in comparison to CPU speeds has resulted in memory accesses dominating code performance. While architectural enhancements have benefited applications with data locality and sequential access, random memory access still remains a cause for concern. Several benchmarks have been proposed to evaluate the random memory access performance on multicore architectures. However, the performance evaluation models used by the existing benchmarks do not fully capture the varying types of random access behaviour arising in practical applications. In this paper, we propose a new model for evaluating the performance of random memory access that better captures the random access behaviour demonstrated by applications in practice. We use our model to evaluate the performance of two popular multicore architectures, the Cell and the GPU. We also suggest novel optimizations on these architectures that significantly boost the performance for random accesses in comparison to conventional architectures. Performance improvements on these architectures typically come at the cost of reduced productivity considering the extra programming effort involved. To address this problem, we propose libraries that incorporate these optimizations and provide innovatively designed programming interfaces that can be used by the applications to achieve good performance without loss of productivity.","1094-7256","978-1-4244-8520-8978-1-4244-8518-5978-1-4244-8519","10.1109/HIPC.2010.5713168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5713168","","Libraries;Computer architecture;Benchmark testing;Graphics processing unit;Optimization;Instruction sets;Microprocessors","memory architecture;multiprocessing systems;performance evaluation;random-access storage","performance evaluation models;random memory access;multicore architectures;memory access latencies;CPU speeds;data locality;sequential access;Cell;GPU;programming interfaces","","5","12","","","","","","IEEE","IEEE Conferences"
"Fast, robust quadruped locomotion over challenging terrain","M. Kalakrishnan; J. Buchli; P. Pastor; M. Mistry; S. Schaal","Computational Learning and Motor Control Lab, University of Southern California, Los Angeles, 90089, USA; Computational Learning and Motor Control Lab, University of Southern California, Los Angeles, 90089, USA; Computational Learning and Motor Control Lab, University of Southern California, Los Angeles, 90089, USA; Disney Research, Pittsburgh, PA 15213, USA; Computational Learning and Motor Control Lab, University of Southern California, Los Angeles, 90089, USA","2010 IEEE International Conference on Robotics and Automation","","2010","","","2665","2670","We present a control architecture for fast quadruped locomotion over rough terrain. We approach the problem by decomposing it into many sub-systems, in which we apply state-of-the-art learning, planning, optimization and control techniques to achieve robust, fast locomotion. Unique features of our control strategy include: (1) a system that learns optimal foothold choices from expert demonstration using terrain templates, (2) a body trajectory optimizer based on the Zero-Moment Point (ZMP) stability criterion, and (3) a floating-base inverse dynamics controller that, in conjunction with force control, allows for robust, compliant locomotion over unperceived obstacles. We evaluate the performance of our controller by testing it on the LittleDog quadruped robot, over a wide variety of rough terrain of varying difficulty levels. We demonstrate the generalization ability of this controller by presenting test results from an independent external test team on terrains that have never been shown to us.","1050-4729","978-1-4244-5038-1978-1-4244-5040","10.1109/ROBOT.2010.5509805","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5509805","","Robustness;Legged locomotion;Force control;Foot;Leg;Size control;Robust control;Mobile robots;Software testing;Optimal control","force control;learning systems;legged locomotion;optimisation;path planning;stability criteria","fast robust quadruped locomotion;challenging terrain;control architecture;learning;planning;optimization;control strategy;optimal foothold choices;body trajectory optimizer;zero-moment point stability criterion;floating-base inverse dynamics controller;force control","","41","14","","","","","","IEEE","IEEE Conferences"
"The research and application of GSM network coverage based on high-speed railway","Y. Du; J. Wang","College of Electronics Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Electronics Science and Engineering, Nanjing University of Posts and Telecommunications, Nanjing, China","2011 International Conference on Electrical and Control Engineering","","2011","","","2751","2754","In China, China Mobile has totally 400 thousands GSM base stations and the network coverage is the best in the world. This research analyzes the problems of GSM network coverage in high-speed railway and puts forward effective solutions of each problem. Moreover, it introduces the hardware and software used in DT Testing. Meanwhile through the test in intercity railway from Nanjing to Shanghai, it shows specific analysis methods of data and parameters. Finally, based on a layout example of high-speed railway from Beijing to Shanghai, the research gives standards and planning of high-speed special network from several aspects.","","978-1-4244-8165-1978-1-4244-8162-0978-1-4244-8164","10.1109/ICECENG.2011.6057653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6057653","GSM Network;High-Speed Railway;Optimization;Drive Test","Rail transportation;Base stations;GSM;Doppler effect;Optical switches","cellular radio;railway communication;telecommunication network planning","GSM network coverage;high-speed railway;GSM base stations;DT testing;intercity railway;high-speed special network planning","","","7","","","","","","IEEE","IEEE Conferences"
"Herb 2.0: Lessons Learned From Developing a Mobile Manipulator for the Home","S. S. Srinivasa; D. Berenson; M. Cakmak; A. Collet; M. R. Dogar; A. D. Dragan; R. A. Knepper; T. Niemueller; K. Strabala; M. Vande Weghe; J. Ziegler","The Robotics Institute, Carnegie Mellon University; EECS Department, University of California Berkeley, Berkeley, CA , USA; School of Interactive Computing, Georgia Institute of Technology , Atlanta, GA, USA; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Knowledge-based Systems Group, RWTH Aachen University, Aachen, Germany; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; The Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Measurement and Control Systems, Karlsruhe Institute of Technology, Karlsruhe, Germany","Proceedings of the IEEE","","2012","100","8","2410","2428","We present the hardware design, software architecture, and core algorithms of Herb 2.0, a bimanual mobile manipulator developed at the Personal Robotics Lab at Carnegie Mellon University, Pittsburgh, PA. We have developed Herb 2.0 to perform useful tasks for and with people in human environments. We exploit two key paradigms in human environments: that they have structure that a robot can learn, adapt and exploit, and that they demand general-purpose capability in robotic systems. In this paper, we reveal some of the structure present in everyday environments that we have been able to harness for manipulation and interaction, comment on the particular challenges on working in human spaces, and describe some of the lessons we learned from extensively testing our integrated platform in kitchen and office environments.","0018-9219;1558-2256","","10.1109/JPROC.2012.2200561","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6222306","Human-robot interaction;mobile manipulation;motion planning;perception;personal robotics;trajectory optimization","Mobile communication;Human factors;Sensors;Manipulators;Intelligent systems;Hardware design languages;Service robots;Quality assessment","home computing;manipulators;mobile robots;software architecture","hardware design;software architecture;core algorithms;bimanual mobile manipulator;personal robotics lab;Carnegie Mellon University;Herb 2.0;general-purpose capability;robotic systems;kitchen environments;office environments","","46","80","","","","","","IEEE","IEEE Journals & Magazines"
"A Framework for Automated Performance Tuning and Code Verification on GPU Computing Platforms","A. S. Gehrke; I. Ra; D. A. Connors","NA; NA; NA","2011 IEEE International Symposium on Parallel and Distributed Processing Workshops and Phd Forum","","2011","","","2113","2116","Emerging multi-core processor designs create a computing paradigm capable of advancing numerous scientific areas, including medicine, data mining, biology, physics, and earth sciences. However, the trends in multi-core hardware technology have advanced far ahead of the advances in software technology and programmer productivity. For the most part, current scientists only leverage multi-core and GPU (Graphical Processing Unit) computing platforms after painstakingly uncovering the inherent task and data-level parallelism in their application. In many cases, the development does not realize the full potential of the parallel hardware. There exists an opportunity to meet the challenges in optimally mapping scientific application domains to multi-core computer systems through the use of compile-time and link-time optimization strategies. We are exploring a code compilation framework that automatically generates and tunes numerical solver codes for optimal performance on graphical processing units. The framework advances computational simulation in kinetic modeling by significantly reducing the execution time of scientific simulations and enabling scientists to compare results to previous models and to extend, modify, and test new models without code changes.","1530-2075;1530-2075","978-1-61284-425-1978-0-7695-4577","10.1109/IPDPS.2011.390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6009101","","Computational modeling;Numerical models;Graphics processing unit;Kinetic theory;Optimization;Registers;Data models","computer graphic equipment;coprocessors;multiprocessing systems;optimisation;performance evaluation;program compilers","automated performance tuning;code verification;GPU computing platforms;multicore processor designs;data level parallelism;parallel hardware;compile time;link time optimization strategies;code compilation framework;kinetic modeling","","","12","","","","","","IEEE","IEEE Conferences"
