"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication_Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,"Reference Count","Copyright Year","License","Online Date",Issue Date,"Meeting Date","Publisher",Document Identifier
"Efficient four-standard calibration procedure for six-port reflectometers","L. Qiao; S. P. Yeo","Dept. of Electr. Eng., Nat. Univ. of Singapore, Singapore; Dept. of Electr. Eng., Nat. Univ. of Singapore, Singapore","Conference Proceedings. 10th Anniversary. IMTC/94. Advanced Technologies in I & M. 1994 IEEE Instrumentation and Measurement Technolgy Conference (Cat. No.94CH3424-9)","","1994","","","994","997 vol.2","A more efficient implementation of an earlier four-standard calibration procedure for six-port reflectometers (utilizing simple iteration computations instead of other more cumbersome optimization techniques) is presented. Test results show that the calibration software that has been developed is capable of yielding reasonably good accuracies even in the presence of measurement noise.<<ETX>>","","0-7803-1880","10.1109/IMTC.1994.351938","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=351938","","Calibration;Power measurement;Instruments;Hardware;Measurement standards;Software testing;Noise measurement;Software measurement;Acoustic reflection;Equations","microwave reflectometry;reflectometers;calibration;iterative methods;computerised instrumentation;measurement standards","four-standard calibration;six-port reflectometers;iteration;optimization;measurement noise","","1","9","","","","","","IEEE","IEEE Conferences"
"A GRASP algorithm for the multi-objective knapsack problem","D. S. Vianna; J. E. C. Arroyo","Nucleo de Pesquisa e Desenvolvimento em Informatica, Univ. Candido Mendes, Brazil; Nucleo de Pesquisa e Desenvolvimento em Informatica, Univ. Candido Mendes, Brazil","XXIV International Conference of the Chilean Computer Science Society","","2004","","","69","75","In this article, we propose a greedy randomized adaptive search procedure (GRASP) to generate a good approximation of the efficient or Pareto optimal set of a multi-objective combinatorial optimization problem. The algorithm is based on the optimization of all weighted linear utility functions. In each iteration, a preference vector is defined and a solution is built considering the preferences of each objective. The found solution is submitted to a local search trying to improve the value of the utility function. In order to find a variety of efficient solutions, we use different preference vectors, which are distributed uniformly on the Pareto frontier. The proposed algorithm is applied for the 0/1 knapsack problem with r = 2, 3, 4 objectives and n = 250, 500, 750 items. The quality of the approximated solutions is evaluated comparing with the solutions given by three genetic algorithms from the literature.","","0-7695-2185","10.1109/QEST.2004.2","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1372106","","Genetic algorithms;Simulated annealing;Pareto optimization;Vectors;Hardware;Software systems;Costs;Large-scale systems;Bibliographies;Testing","knapsack problems;combinatorial mathematics;Pareto optimisation;search problems;greedy algorithms;randomised algorithms","GRASP algorithm;multiobjective knapsack problem;greedy randomized adaptive search procedure;Pareto optimal set;multiobjective combinatorial optimization;weighted linear utility functions;preference vector;Pareto frontier;0/1 knapsack problem;genetic algorithm","","15","18","","","","","","IEEE","IEEE Conferences"
"Measuring the Performance and Behavior of Icon Programs","C. A. Coutant; R. E. Griswold; D. R. Hanson","Information Systems Laboratory; NA; NA","IEEE Transactions on Software Engineering","","1983","SE-9","1","93","103","The importance of the ability to measure the performance of programs written in high-level languages is well known. Performance measurement enables users to locate and correct program inefficiencies where automatic optimizations fail and provides a tool for understanding program behavior. This paper describes performance measurement facilities for the Icon programming language, and shows not only how these facilities provided insight into program behavior, but also how they were used to improve the implementation.","0098-5589;1939-3520;2326-3881","","10.1109/TSE.1983.236299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1703016","Icon;program measurement;storage management","High level languages;Computer languages;Programming profession;Measurement;Program processors;Optimizing compilers;Computer science;Instruments;Testing;Performance evaluation","","Icon;program measurement;storage management","","8","22","","","","","","IEEE","IEEE Journals & Magazines"
"On the solution of the bilevel programming formulation of the terrorist threat problem","J. M. Arroyo; F. D. Galiana","Dept. de Ingenieria Electr.a, Univ. de CastillaLa Mancha, Ciudad Real, Spain; NA","IEEE Transactions on Power Systems","","2005","20","2","789","797","This paper generalizes the ""terrorist threat problem"" first defined by Salmero/spl acute/n, Wood, and Baldick by formulating it as a bilevel programming problem. Specifically, the bilevel model allows one to define different objective functions for the terrorist and the system operator as well as permitting the imposition of constraints on the outer optimization that are functions of both the inner and outer variables. This degree of flexibility is not possible through existing max-min models. The bilevel formulation is investigated through a problem in which the goal of the destructive agent is to minimize the number of power system components that must be destroyed in order to cause a loss of load greater than or equal to a specified level. This goal is tempered by the logical assumption that, following a deliberate outage, the system operator will implement all feasible corrective actions to minimize the level of system load shed. The resulting nonlinear mixed-integer bilevel programming formulation is transformed into an equivalent single-level mixed-integer linear program by replacing the inner optimization by its Karush-Kuhn-Tucker optimality conditions and converting a number of nonlinearities to linear equivalents using some well-known integer algebra results. The equivalent formulation has been tested on two case studies, including the 24-bus IEEE Reliability Test System, through the use of commercially available software.","0885-8950;1558-0679","","10.1109/TPWRS.2005.846198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1425574","Bilevel programming;deliberate outages;load shedding;mixed-integer linear programming (MILP);power system security and vulnerability;terrorist threat","Lagrangian functions;Upper bound;Power system modeling;Integer linear programming;Software testing;System testing;Linear programming;Power transmission lines;Load flow;Power generation","minimisation;power system reliability;power system security;load shedding;integer programming;terrorism","terrorist threat problem;optimization;max-min models;power system components;mixed-integer bilevel programming formulation;linear equivalents;integer algebra;IEEE reliability test system;load shedding;power system security","","99","23","","","","","","IEEE","IEEE Journals & Magazines"
"The life cycle of a fuzzy knowledge-based classifier","P. P. Bonissone","Gen. Electr. Global Res. Center, Schenectady, NY, USA","22nd International Conference of the North American Fuzzy Information Processing Society, NAFIPS 2003","","2003","","","488","494","We describe the life cycle of a fuzzy knowledge-based classifier with special emphasis on one of its most neglected steps: the maintenance of its knowledge base. First, we analyze the process of underwriting Insurance applications, which is the classification problem used to illustrate the life cycle of a classifier. After discussing some design tradeoffs that must be addressed for the on-line and off-line use of a classifier, we describe the design and implementation of a fuzzy rule-based (FRB) and a fuzzy case-based (FCB) classifier. We establish a standard reference dataset (SRD), consisting of 3,000 insurance applications with their corresponding decisions. The SRD exemplifies the results achieved by an ideal, optimal classifier, and represents the target for our design. We apply evolutionary algorithms to perform an off-line optimization of the design parameters of each classifier, modifying their behavior to approximate this target. The SRD is also used as a reference for testing and performing a five-fold cross-validation of the classifiers. Finally, we focus on the monitoring and maintenance of the FRB classifier. We describe a fusion architecture that supports an off-line quality assurance process of the on-line FRB classifier. The fusion module takes the outputs of multiple classifiers, determines their degree of consensus, and compares their overall agreement with that of the FRB classifier. From this analysis, we can identify the most suitable cases to update the SRD, to audit, or to be reviewed by senior underwriters.","","0-7803-7918","10.1109/NAFIPS.2003.1226834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1226834","","Insurance;Production;Monitoring;Costs;Software maintenance;Design optimization;Algorithm design and analysis;Testing;Performance evaluation;Quality assurance","evolutionary computation;fuzzy logic;optimisation;knowledge based systems;insurance;life cycle costing","fuzzy knowledge based classifier;underwriting insurance application;fuzzy rule based classifier;fuzzy case based classifier;standard reference dataset;optimal classifier;evolutionary algorithms;offline optimization;design parameters;five fold cross validation;fusion architecture;offline quality assurance;online classifier;multiple classifiers","","5","16","","","","","","IEEE","IEEE Conferences"
"An improved AHP method in performance assessment","Yidan Bao; Yanping Wu; Yong He; Xiaofeng Ge","Coll. of Biosyst. Eng. & Food Sci., Zhejiang Univ., Hangzhou, China; Coll. of Biosyst. Eng. & Food Sci., Zhejiang Univ., Hangzhou, China; Coll. of Biosyst. Eng. & Food Sci., Zhejiang Univ., Hangzhou, China; Coll. of Biosyst. Eng. & Food Sci., Zhejiang Univ., Hangzhou, China","Fifth World Congress on Intelligent Control and Automation (IEEE Cat. No.04EX788)","","2004","1","","177","180 Vol.1","In order to reduce subjective errors in the traditional analytic hierarchy process (AHP), an improved AHP method integrated with orthogonal experimental design was presented in this paper. The new method combined both AHP and orthogonal design principles to make decisions, objectives in assessment system and values computed through mapping and satisfying function respectively as the corresponding factors, levels and results in orthogonal experimental design. With software SAS analysis, priorities on performance were to be ranked out accordingly. Application has showed that the method can improve the accuracy of AHP in performance assessment.","","0-7803-8273","10.1109/WCICA.2004.1340551","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1340551","","Design for experiments;Decision making;Performance analysis;Analysis of variance;Testing;Helium;Educational institutions;Design engineering;Software performance;Synthetic aperture sonar","operations research;decision making;design of experiments;decision theory","AHP method;analytic hierarchy process;performance assessment system;error reduction;orthogonal experimental design;orthogonal design principles;decision making;SAS software analysis","","2","6","","","","","","IEEE","IEEE Conferences"
"Formal approaches to intelligent swarms","C. Rouff; W. Truszkowski; J. Rash; M. Hinchey","SAIC, McLean, VA, USA; NA; NA; NA","28th Annual NASA Goddard Software Engineering Workshop, 2003. Proceedings.","","2003","","","51","57","Autonomous intelligent swarms of satellites are being proposed for future space missions. These types of missions provide greater flexibility and the chance to perform more and different kinds of science than traditional single satellite/vehicle missions, but also have complex interactions and behaviors. The emergent properties of swarms make these missions powerful, but at the same time are more difficult to design and assure that the proper behaviors will emerge due to their complexity. We are currently investigating formal methods and techniques for verification and validation of swarm-based missions. The advantage of using formal methods is their ability to mathematically assure the behavior of a swarm, emergent or otherwise. The autonomous nanotechnology swarm (ANTS) mission is being used as an example and case study for swarm-based missions for which to experiment and test current formal methods with intelligent swarms.","","0-7695-2064","10.1109/SEW.2003.1270725","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1270725","","Particle swarm optimization;NASA;Satellites;Space technology;Space missions;Remotely operated vehicles;Testing;Earth;Intelligent agent;Nanotechnology","formal verification;intelligent control;aerospace expert systems;artificial satellites","formal methods;autonomous intelligent swarms;satellites;space missions;formal verification;swarm-based missions;autonomous nanotechnology swarm mission","","7","22","","","","","","IEEE","IEEE Conferences"
"Methods for observing global properties in distributed systems","V. K. Garg","Texas Univ., TX, USA","IEEE Concurrency","","1997","5","4","69","77","The author surveys algorithms that focus on special classes of predicates to observe global properties in distributed systems. This abstraction is key to efficient debugging and fault tolerance. The algorithms are also flexible, allowing for optimizations to fit application needs. For example, algorithms to detect general predicates can be optimized by exploiting specific properties of the channel predicate. In checking if a channel is empty, it may be sufficient to deal with the number of messages only, rather than the message themselves.","1092-3063;1558-0849","","10.1109/4434.641629","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=641629","","Fault tolerance;Lattices;Distributed computing;System recovery;Functional programming;Software debugging;Software testing;Monitoring;Clocks;Registers","program debugging;distributed algorithms;software fault tolerance;message passing","distributed systems;global properties;algorithms;predicates;debugging;fault tolerance;optimization;general predicate detection;channel predicate;channel emptiness checking;messages","","6","19","","","","","","IEEE","IEEE Journals & Magazines"
"Type infeasible call chains","A. L. Souter; L. L. Pollock","Dept. of Comput. & Inf. Sci., Delaware Univ., Newark, DE, USA; NA","Proceedings First IEEE International Workshop on Source Code Analysis and Manipulation","","2001","","","194","203","While some software engineering applications perform static analysis over the whole program call graph, others are more interested in specific call chains within a program's call graph. It is thus important to identify when a particular static call chain for an object-oriented program may not be executable, or feasible, such that there is no input for which the chain will be taken. The paper examines type infeasibility of call chains, which is the infeasibility caused by inherently polymorphic call sites and sometimes also due to imprecision in call graphs. The problem of determining whether a call chain is type infeasible is defined and exemplified, a key property characterizing type in infeasible call chains is described, empirical results from examining the call graphs for a set of Java programs are described, and two approaches to automatically deciding the type infeasibility of a call chain due to object parameters are presented.","","0-7695-1387","10.1109/SCAM.2001.972681","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=972681","","Information analysis;Application software;Runtime;Performance analysis;Java;Software engineering;Computer applications;Debugging;Software testing;Optimizing compilers","program diagnostics;graph theory;object-oriented programming;type theory;Java","type infeasible call chains;software engineering applications;static analysis;program call graph;static call chain;object-oriented program;inherently polymorphic call sites;call graph imprecision;Java programs;object parameters","","1","24","","","","","","IEEE","IEEE Conferences"
"An elliptical aperture dual shaped reflector antenna for SNG applications","S. A. Skyttemyr","Telenor R&D, Kjeller, Norway","IEEE Antennas and Propagation Society International Symposium. Transmitting Waves of Progress to the Next Millennium. 2000 Digest. Held in conjunction with: USNC/URSI National Radio Science Meeting (C","","2000","2","","558","561 vol.2","A method for synthesis of shaped dual reflector antennas with circular apertures was earlier developed at Telnor R&D. Software for synthesis and analysis of such antennas was developed in connection with this. Later on the concept was extended to also include antennas with elliptical apertures. A new elliptical beam Ku-band antenna based on this concept, was designed, analysed and measured. The antenna was optimised to suit the specifications as a dedicated SNO (Satellite News Gathering) antenna. It has an aperture of 1.5/spl times/1.2 m making it possible to have FCC compliance.","","0-7803-6369","10.1109/APS.2000.875207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=875207","","Aperture antennas;Reflector antennas;FCC;Satellite antennas;Physical optics;Application software;Research and development;Azimuth;Geometrical optics;Shape","microwave antennas;offset reflector antennas;aperture antennas;satellite communication;electronic news gathering;antenna radiation patterns;antenna testing","elliptical aperture dual shaped reflector antenna;SNG applications;shaped dual reflector antennas;circular apertures;Telnor R&D;software;antenna synthesis;antenna analysis;Ku-band antenna;satellite news gathering;FCC compliance;SHF;14.25 GHz","","1","3","","","","","","IEEE","IEEE Conferences"
"High-Tc SQUID systems for practical use","P. Seidel; F. Schmidl; S. Wunderlich; L. Dorrer; T. Vogt; H. Schneidewind; R. Weidl; S. Losche; U. Leder; O. Solbig; H. Nowak","Inst. fur Festkorperphys., Friedrich-Schiller-Univ., Jena, Germany; NA; NA; NA; NA; NA; NA; NA; NA; NA; NA","IEEE Transactions on Applied Superconductivity","","1999","9","2","4077","4080","Planar thin film DC-SQUID gradiometers with small base length (4...6 mm) were optimized for application in different measurement systems. The field gradient noise of these planar DC-SQUID gradiometers in unshielded environment is better than 5 pT/cm/spl radic/(Hz) (at 1 Hz, 77 K). Other components of these systems like electronics, cryostats, scanning equipment, and data analysis software are discussed. An industrial system for nondestructive evaluation and a clinical system for bedside investigations on cardiac infarction are demonstrated as examples of starting cooperation between university and small companies interested in application of superconductivity.","1051-8223;1558-2515;2378-7074","","10.1109/77.783922","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=783922","","SQUIDs;Magnetic field measurement;Biomagnetics;Magnetic sensors;Cardiology;Hospitals;Transistors;Application software;Cooling;Geometry","SQUID magnetometers;high-temperature superconductors;magnetocardiography;biomedical equipment;inspection;superconducting device noise;eddy current testing","HTSC SQUID systems;planar thin film DC-SQUID gradiometers;field gradient noise;unshielded environment;cryostats;scanning equipment;data analysis software;industrial system;nondestructive evaluation;clinical system;cardiac infarction investigation;bedside investigation;inspection;quality control;computer controlled table;MCG;4 to 6 mm;77 K","","16","9","","","","","","IEEE","IEEE Journals & Magazines"
"Comparing decision aids for technology transfers","T. H. Murray","NA","International Conference on Information-Decision-Action Systems in Complex Organisations, 1992.","","1992","","","100","104","Proponents of various decision aid systems loudly proclaim the merits of 'their' system over all competition, especially 'brand X,' and justify their own process because it does a 'better job of decision making' than that done by competing products. In order to compare such decision aids independently, a systematic process was conceived, designed, constructed, tested and implemented. The purpose was to use automation to standardize a decision process among diverse adversaries in a dynamic, complex, technological environment. The process first step structured the factors needed to arrive at an equitable decision on technology transfer from domestic to foreign ownership, control, or influence. The factors were identified by participants in the decentralized decision process. Using group problem solving techniques, the most important factors were identified and ranked. Factor weights were determined with automated aids. Four decision processes were evaluated to determine their accuracy in arriving at a decision dealing with proposed technology transfers. The author deals with the process of identifying the factors and testing the decision aids.<<ETX>>","","0-85296-541","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=140394","","Decision support systems;Government data processing;Software testing;Technology transfer","decision support systems;government data processing;program testing;software selection;technology transfer","technology transfers;decision aid systems;decision making;competing products;systematic process;decision process;diverse adversaries;technological environment;equitable decision;foreign ownership;decentralized decision process;group problem solving techniques;automated aids","","1","","","","","","","IET","IET Conferences"
"Properties of binary statistical morphology","C. S. Regazzoni; G. L. Foresti","Dept. of Biophys. & Electron. Eng., Genoa Univ., Italy; NA","Proceedings of 13th International Conference on Pattern Recognition","","1996","2","","631","635 vol.2","The properties and applications of a class of statistical morphological operators, i.e. binary statistical morphology (BSM) operators, for binary image processing are described. The proposed operators are based on quantization of the output of a statistical morphological operator, modeled as a binary probabilistic hypothesis-testing step. The operator obtained is shown to be equivalent to a rank-order filter. Relationships are established between the quantization threshold, rank of the equivalent rank-order filter and parameters of the model. It is also shown that basic BSM operators, i.e. binary statistical dilation and binary statistical erosion can be used as the basis for defining more complex filters. In this paper, attention is paid to describe specific properties of BSM operators which are useful for different applications, e.g. shape description.","1051-4651","0-8186-7282","10.1109/ICPR.1996.546900","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=546900","","Morphology;Filters;Samarium;Probability;Quantization;Shape;Mathematics;Computer science;Application software;Image processing","computer vision","binary statistical morphology;binary image processing;quantization;binary probabilistic hypothesis-testing;rank-order filter;binary statistical dilation;binary statistical erosion;shape description","","3","12","","","","","","IEEE","IEEE Conferences"
"Energy optimization of subthreshold-voltage sensor network processors","L. Nazhandali; B. Zhai; A. Olson; A. Reeves; M. Minuth; R. Helfand; Sanjay Pant; T. Austin; D. Blaauw","Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA; Michigan Univ., USA","32nd International Symposium on Computer Architecture (ISCA'05)","","2005","","","197","207","Sensor network processors and their applications are a growing area of focus in computer system research and design. Inherent to this design space is a reduced processing performance requirement and extremely high energy constraints, such that sensor network processors must execute low-performance tasks for long durations on small energy supplies. In this paper, we demonstrate that subthreshold-voltage circuit design (400 mV and below) lends itself well to the performance and energy demands of sensor network processors. Moreover, we show that the landscape for microarchitectural energy optimization dramatically changes in the subthreshold domain. The dominance of leakage power in the subthreshold regime demands architectures that i) reduce overall area; ii) increase the utility of transistors; while iii) maintaining acceptable CPI efficiency. We confirm these observations by performing SPICE-level analysis of 21 sensor network processors and memory architectures. Our best sensor platform, implemented in 130nm CMOS and operating at 235 mV, only consumes 1.38 pJ/instruction, nearly an order of magnitude less energy than previously published sensor network processor results. This design, accompanied by bulk-silicon solar cells for energy scavenging, has been manufactured by IBM and is currently being tested.","1063-6897","0-7695-2270","10.1109/ISCA.2005.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1431557","","Sensor systems and applications;Application software;Computer networks;Circuit synthesis;Microarchitecture;Performance analysis;Memory architecture;CMOS process;Photovoltaic cells;Manufacturing","program processors;optimisation;SPICE;memory architecture;solar cells;CMOS integrated circuits;sensor fusion;microprocessor chips","microarchitectural energy optimization;sensor network processor;subthreshold-voltage circuit design;leakage power;CPI efficiency;SPICE-level analysis;memory architecture;CMOS;bulk-silicon solar cell;130 nm;235 mV","","36","17","","","","","","IEEE","IEEE Conferences"
"Making benchmarks uncheatable","Jin-Yi Cai; A. Nerurkar; Min-You Wu","Dept. of Comput. Sci., State Univ. of New York, Buffalo, NY, USA; NA; NA","Proceedings. IEEE International Computer Performance and Dependability Symposium. IPDS'98 (Cat. No.98TB100248)","","1998","","","216","226","The industry is full of anecdotes of benchmark ""cheating"" of various degrees ranging from innocent mistakes to flagrant misuse. Based on the tremendous progress made in recent years in theoretical computer science, it becomes possible to make a wide variety of existing benchmarks more accurate, resistant to tampering and more trustworthy. We propose two methods, the Secret Key method and the result verification method, to take computational advantage in judging performance claims. A realtime measurement method is also proposed to prevent cheating on performance reporting. The design and implementation of uncheatable benchmarks are presented in this paper.","1087-2191","0-8186-8679","10.1109/IPDS.1998.707724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=707724","","Benchmark testing;Optimizing compilers;Computer science;High performance computing;Kernel;Assembly;Computer industry;Performance evaluation;Software performance;Software systems","performance evaluation","benchmarks;tampering;trustworthy;secret key method;result verification method;performance claims","","1","21","","","","","","IEEE","IEEE Conferences"
"Data windows: a data-centric approach for query execution in memory-resident databases","J. Pisharath; A. Choudhary; M. Kandemir","Dept. of Electr. & Comput. Eng., Northwestern Univ., Evanston, IL, USA; Dept. of Electr. & Comput. Eng., Northwestern Univ., Evanston, IL, USA; NA","Proceedings Design, Automation and Test in Europe Conference and Exhibition","","2004","2","","1352","1353 Vol.2","Structured embedded databases are currently becoming an integrated part of embedded systems, thus, enabling higher standards in system automation. These embedded databases are typically memory resident. In this paper, we present a data-centric approach called data windowing that optimizes multiple queries issued to an embedded database. Traditional approaches improve the performance by optimizing the control flow of operations, whereas we target performance improvements based on the data that is brought into the system.","1530-1591","0-7695-2085","10.1109/DATE.2004.1269083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1269083","","Databases;Embedded system;Data engineering;Embedded computing;Computer science;Automation;Automatic control;Control systems;Embedded software;System software","embedded systems;query processing;database management systems;storage management","data windows;data centric approach;query execution;memory resident databases;structured embedded databases;embedded systems;system automation","","1","9","","","","","","IEEE","IEEE Conferences"
"Reliability and failure analysis of voting circuits in hardware redundant design","M. Radu; D. Pitica; C. Posteuca","Fac. of Electron. & Telecommun., Tech. Univ. Cluj-Napoca, Romania; NA; NA","International Symposium on Electronic Materials and Packaging (EMAP2000) (Cat. No.00EX458)","","2000","","","421","423","This paper presents some aspects of fault-tolerant design using hardware redundancy. The voter is the key element in N-modular redundant design. Hardware voters are bit voters that compute a majority of n input bits. An m-out-of-n hardware bit voter is a circuit with n bit inputs, and 1 bit output y, such that y=1 if at least m-out-of-n input bits have the value 1. A hardware voter can be implemented with logic gates in CMOS VLSI technology. Designers are looking for optimal designs with respect to the following criteria: circuit complexity, number of logic levels, fan-in and fan-out, power dissipation, testability, or any combinations of the previous requirements in order to obtain high reliability for the voting circuits. A detailed reliability analysis, failure modes and effects analysis of voters at the transistor level, is performed using CARE tools. CARE (computer aided reliability engineering) is a powerful software tool that can be used concurrently in the phases of R&D for complex reliability analysis of electronic circuits. The main goal of these analyses is to identify the best designs of voting circuits, in terms of reliability parameters and to identify the possible technological failures that can affect them.","","0-7803-6654","10.1109/EMAP.2000.904192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=904192","","Failure analysis;Voting;Hardware;CMOS logic circuits;CMOS technology;Logic testing;Circuit testing;Performance analysis;Fault tolerance;Redundancy","failure analysis;majority logic;logic design;redundancy;circuit complexity;VLSI;CMOS logic circuits;circuit optimisation;integrated circuit design;design for testability;computer aided engineering;circuit CAD;integrated circuit reliability","reliability;failure analysis;voting circuits;hardware redundant design;fault-tolerant design;hardware redundancy;N-modular redundant design;hardware voters;bit voters;input bit majority;m-out-of-n hardware bit voter;hardware voter;logic gates;CMOS VLSI technology;optimal design;circuit complexity;logic levels;fan-in;fan-out;power dissipation;testability;reliability analysis;failure modes/effects analysis;transistor level FMEA;CARE tools;computer aided reliability engineering;software tool;electronic circuits;voting circuit design;reliability parameters;technological failures","","23","7","","","","","","IEEE","IEEE Conferences"
"Design tools for GNSS","V. Ashkenazi; W. Chen; W. Y. Ochieng; C. J. Hill; T. Moore","Inst. of Eng. Surveying & Space Geodesy, Nottingham Univ., UK; Inst. of Eng. Surveying & Space Geodesy, Nottingham Univ., UK; Inst. of Eng. Surveying & Space Geodesy, Nottingham Univ., UK; Inst. of Eng. Surveying & Space Geodesy, Nottingham Univ., UK; Inst. of Eng. Surveying & Space Geodesy, Nottingham Univ., UK","IEE Colloquium on Implementation of GNSS","","1995","","","2/1","2/8","The process of GNSS constellation design can be divided into two parts. Firstly, it is possible to design a new configuration of satellites, given specific criteria which it must satisfy. Secondly, it is possible to analyse a given constellation, either resulting from the design process, or based on current satellites, to assess the degree to which it meets the specified requirements. A thorough description of the basic theoretical principles of the design of optimal satellite orbits, in terms of satellite availability, coverage, accuracy and integrity, as implemented in the IESSG design software, is given in this paper. As a demonstration of the analysis principles, a number of GNSS constellations have been tested. GNSSI is represented by the two scenarios of GPS plus augmentations.","","","10.1049/ic:19951306","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=494805","","Global Positioning System;Optimization methods","Global Positioning System;optimisation","GNSS constellation design;configuration of satellites;optimal satellite orbits;satellite availability;coverage;accuracy;integrity monitoring;IESSG design software;navigation;GNSSI;GPS","","1","","","","","","","IET","IET Conferences"
"Parallelising calculations in electric power distribution networks","Y. Neumann; B. Dwolatzky","Sch. of Electr. & Inf. Eng., Univ. of the Witwatersrand, Johannesburg, South Africa; Sch. of Electr. & Inf. Eng., Univ. of the Witwatersrand, Johannesburg, South Africa","IEEE AFRICON. 6th Africon Conference in Africa,","","2002","2","","957","960 vol.2","CART (Computer Aided Reticulation of Townships) is a software package used for the design of radial, electrical power distribution networks. Having many transformers and large numbers of consumers in the distribution network significantly increases computation time. A distributed, service-based platform is being developed, with parallelisation functionality for CART as the flagship service. The system will be used to parallelise CART's voltage and current calculations for use in the design of much larger networks, possibly of metropolitan scale. Eventually, more complex scenarios will be addressed, including real-time calculation and simulation of lightning and transient faults and performance testing and optimisation of existing power distribution networks.","","0-7803-7570","10.1109/AFRCON.2002.1160042","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1160042","","Intelligent networks;Transformers;Computer networks;Distributed computing;Substations;Conductors;Network servers;Power engineering computing;Power systems;Packaging","power distribution planning;power system CAD;power system analysis computing;parallel processing;software packages","electric power distribution networks;CART software package;Computer Aided Reticulation of Townships;calculations parallelisation;South Africa;transformers;consumers;computation time;voltage calculations;current calculations;lightning faults;transient faults;performance testing;computer simulation","","","8","","","","","","IEEE","IEEE Conferences"
"READS: a prototyping environment for real-time active applications","Kam-Yiu Lam; T. S. H. Lee; S. H. Son","Dept. of Comput. Sci., City Univ. of Hong Kong, Kowloon, Hong Kong; NA; NA","Database and Expert Systems Applications. 8th International Conference, DEXA '97. Proceedings","","1997","","","265","270","We present our Real-time Active Database System, READS, which is a prototyping environment for real-time active database applications on a conventional Unix environment, e.g., Solaris 2.4. In READS, transactions are associated with deadlines and priorities. Priority scheduling is supported by the real-time extensions provided in the underlying operating system. READS can be served as a testbed for evaluating different issues in the design of real-time active database systems (RTADBS). Different approaches for assigning deadlines and priorities to triggered transactions have been suggested and discussed. An application, the programmed trading database system, is implemented with READS and experiments have been performed to study the impact of the deadline constraints on the performance of the deferred and immediate coupling modes for triggering.","","0-8186-8147","10.1109/DEXA.1997.617285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=617285","","Prototypes;Database systems;Real time systems;Application software;Transaction databases;Timing;Computer science;Operating systems;System testing;Algorithm design and analysis","real-time systems;active databases;deductive databases;software prototyping;Unix;transaction processing;scheduling;software performance evaluation;concurrency control","READS;prototyping environment;real-time active database;Unix environment;Solaris 2.4;transactions;deadlines;priority scheduling;operating system;triggered transactions;trading database system;experiments;deadline constraints;performance;concurrency control","","","13","","","","","","IEEE","IEEE Conferences"
